codes RNSR	Adresse	Provenance
201320570G	Univ Lyon 1, CNRS, ILM PUBLI UMR 5306, F-69622 Villeurbanne, France	CNRS
201320570G	Univ Lyon 1, CNRS, ILM SOPRANO UMR 5306, F-69622 Villeurbanne, France	CNRS
201320571H	Ecole Natl Super Mines, CIS EMSE, LGF, CNRS UMR 5307, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, SMS EMSE, LGF, CNRS UMR 5307, F-42023 St Etienne 2, France	CNRS
201320571H	Ecole Natl Super Mines, SPIN EMSE, CNRS UMR 5307, LGF, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, SPIN EMSE, LGF, CNRS UMR5307, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines SPIN EMSE, CNRS, UMR 5307, LGF, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, Lab Georges Friedel, CNRS, UMR 5307, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, SMS EMSE, CNRS UMR 5307, LGF, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, LGF UMR CNRS 5307, F-42023 St Etienne 2, France	CNRS
201320571H	Ecole Natl Super Mines, CNRS, CIS EMSE, LGF,UMR5307, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, CIS EMSE, CNRS UMR 5307, LGF, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, SMS EMSE, CNRS, LGF,UMR 5307, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, SPIN EMSE, CNRS, LGF,UMR5307, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, CNRS, LGF, UMR5307, F-42023 St Etienne, France	CNRS
201320571H	Ecole Mines, Ctr SMS, LGF UMR CNRS 5307, F-42023 St Etienne 2, France	CNRS
201320571H	Ecole Natl Super Mines, SMS EMSE, CNRS UMR 5307, LGF, F-42023 St Etienne 2, France	CNRS
201320571H	Ecole Natl Super Mines, CIS EMSE, CNRS UMR5307, LGF, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, SPIN EMSE, CNRS:, UMR 5307,LGF, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, SMS EMSE, CNRS UMR 5307, LGF, St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, CNRS UMR 5307, Ctr SMS, Lab Georges Friedel, F-42023 St Etienne 2, France	CNRS
201320571H	Ecole Natl Super Mines, LGF UMR CNRS 5307, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, CNRS UMR5307, LGF, SPIN EMSE, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, LGF, UMR 5307, CIS EMSE,CNRS, St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, CNRS UMR 5307, Ctr SPIN, Lab Georges Friedel, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, SPIN, CNRS, LGF,UMR5307, F-42023 St Etienne 2, France	CNRS
201320571H	Ecole Natl Super Mines, CNRS UMR 5307, SPIN EMSE, Lab Georges Friedel, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, CNRS, SMS EMSE, LGF,UMR 5307, F-42023 St Etienne 2, France	CNRS
201320571H	Ecole Natl Super Mines, CNRS, LGF UMR5307, F-42023 St Etienne 2, France	CNRS
201320571H	LGF UMR CNRS 5307, F-42023 St Etienne, France	CNRS
201320571H	Ecole Natl Super Mines, CIS EMSE, CNRS, LGF,UMR 5307, F-42023 St Etienne 2, France	CNRS
201320572J	Univ Lyon 1, Ecole Normale Super Lyon, INSERMU1111, CIRI,CNRSUMR5308, F-69007 Lyon, France	CNRS
201320572J	CNRS, UMR 5308, Lyon, France	CNRS
201320572J	Univ Lyon 1, Ecole Normale Super Lyon, CNRS UMR5308, CIRI,INSERM U1111, F-69365 Lyon, France	CNRS
201320572J	Univ Lyon 1, Ecole Normale Super Lyon, CNRS, Int Ctr Res Infectiol CIRI,INSERM,UMR5308,U1111, F-69365 Lyon, France	CNRS
201320572J	Univ Lyon 1, Ecole Normale Super Lyon, Int Ctr Infectiol Res, CIRI,Inserm U1111,CNRS,UMR5308,Hosp Civils Lyon, F-69008 Lyon, France	CNRS
201320572J	Univ Lyon 1, Ecole Normale Super Lyon, CNRS,UMR5308, CIRI,Inserm,U1111,LabEx Ecofect, F-69365 Lyon, France	CNRS
201320572J	Univ Lyon, CIRI, Ecole Normale Super, CNRS,INSERM, F-69007 Lyon, France	CNRS
201320572J	Univ Lyon 1, Ecole Normale Super Lyon, CIRI, CNRS,INSERM,UMR5308,U1111, F-69008 Lyon, France	CNRS
201320573K	Univ Lorraine, CNRS, LRGP, F-54001 Nancy, France	CNRS
201320573K	CNRS, LRGP, UMR 7274, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, LRGP, ENSIC, CNRS UPR 3349, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, CNRS, UMR 7274, LRGP, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine 1, LRGP CNRS, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, CNRS, LRGP, ENSIC, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, CNRS, ENSIC, LRGP, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, LRGP CNRS UMR 7274, F-54001 Nancy, France	CNRS
201320573K	CNRS, LRGP, UMR 7274, Nancy, France	CNRS
201320573K	CNRS, LRGP, UMR 7274, F-54501 Nancy, France	CNRS
201320573K	Univ Lorraine, LRGP, UMR 7274, CNRS, F-54001 Nancy, France	CNRS
201320573K	CNRS, LRGP, UMR 3349, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, UMR 7274, CNRS, LRGP, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, CNRS, LRGP, UMR 7274, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, LRGP, CNRS, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, LRGP GEMICO, CNRS UMR7274, F-54000 Nancy, France	CNRS
201320573K	Univ Lorraine, CNRS, LRGP, UMR 7274, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320573K	CNRS, LRGP, UMR 7274, F-54000 Nancy, France	CNRS
201320573K	Univ Lorraine, CNRS, LRGP, UMR 7274, F-54000 Nancy, France	CNRS
201320573K	Univ Lorraine, LRGP CNRS, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine ENSIC, CNRS, LRGP, UMR 7274, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, CNRS, GEMICO LRGP, UMR CNRS 7274, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, LRGP, CNRS, UMR 7274, F-54001 Nancy, France	CNRS
201320573K	LRGP, CNRS, UMR 7274, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, LRGP CNRS UMR7274, F-54001 Nancy, France	CNRS
201320573K	ENSIC, GEMICO LRGP, UPR CNRS 3349, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, LRGP UPR CNRS 3349, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, ENSIC, LRGP, CNRS UMR 7274, F-54001 Nancy, France	CNRS
201320573K	CNRS, UMR 7274, LRGP, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, LRGP ENSIC UMR CNRS 7274, F-54001 Nancy, France	CNRS
201320573K	Univ Lorraine, CNRS, LRGP Lab, F-54001 Nancy, France	CNRS
201320574L	CNRS, CRPG, UPR 2300, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320574L	Univ Lorraine, CRPG, CNRS, UMR 7358, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320574L	CNRS, UMR 7358, CRPG, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320574L	Univ Lorraine, CRPG CNRS, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320574L	Univ Lorraine, CNRS, UMR 7358, CRPG, F-54500 Vandoeuvre Les Nancy, France	CNRS
201320574L	Univ Lorraine, CRPG, CNRS, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320574L	CNRS, CRPG, F-54500 Vandoeuvre Les Nancy, France	CNRS
201320574L	Nancy Univ, CNRS, CRPG, UPR 2300, Vandoeuvre Les Nancy, France	CNRS
201320574L	CNRS, CRPG, UPR2300, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320574L	CNRS, CRPG UMR 7358, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320574L	Nancy Univ, CNRS, CRPG, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320574L	CRPG CNRS, Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine ENSG CNRS CREGU, Georessources UMR 7359, F-54500 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, GeoRessources, CNRS, UMR 7359, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, GeoRessources UMR CNRS 7359, F-54518 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, CNRS, CREGU, GeoRessources UMR 7359, F-54518 Vandoeuvre Les Nancy, France	CNRS
201320575M	Fac Sci, CNRS Georesources, UMR 7359, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, CNRS CREGU, UMR GeoRessources 7359, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, GeoRessources Lab, CNRS, CREGU, Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, UMR 7359, CNRS, CREGU,ENSG, F-54518 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, GeoRessources, CNRS, CREGU, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, GeoRessources Lab, CNRS, CREGU, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, UMR CNRS GeoRessources 7359, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, GeoRessources UMR CNRS 7359, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, CNRS, UMR Georessources 7359, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, CNRS, UMR 7359, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, GeoRessources UMR 7359, CNRS, CREGU, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, CNRS, CREGU, GeoRessources Lab, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, ENSG, CREGU, CNRS,GeoRessources UMR7359, F-54518 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, CNRS CREGU BP 239, UMR GeoRessources 7359, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	CNRS, UMR 7359, Fac Sci, F-54518 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, ENSG, CNRS, Georessources UMR 7356,CREGU, Vandoeuvre Les Nancy, France	CNRS
201320575M	CNRS, GeoRessources, UMR7359, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, Lab Georessources, CNRS CREGU, ENSG, Vandoeuvre Les Nancy, France	CNRS
201320575M	CNRS, UMR 7359, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, CNRS, GeoRessources, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, CNRS, CREGU, UMR 7359,ENSG, F-54518 Vandoeuvre Les Nancy, France	CNRS
201320575M	INSU Univ Lorraine CREGU, Fac Sci, CNRS, UMR 7359, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320575M	Univ Lorraine, CREGU, CNRS GeoRessources UMR7359, Ecole Natl Super Geol, F-54518 Vandoeuvre Les Nancy, France	CNRS
201320576N	Univ Lorraine, CNRS, LIEC, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320576N	CNRS, Lab Interdisciplinaire Environm Continentaux, UMR 7360, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320576N	CNRS, LIEC, UMR 7360, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320576N	Univ Lorraine, CNRS, UMR 7360, Lab Interdisciplinaire Ecosyst Continentaux, F-54500 Vandoeuvre Les Nancy, France	CNRS
201320576N	Univ Lorraine, CNRS, UMR 7360, Lab Interdisciplinaire Environm Continentaux, F-54500 Vandoeuvre Les Nancy, France	CNRS
201320576N	Univ Lorraine, Fac Sci, CNRS, LIEC,UMR 7360, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320576N	CNRS, LIEC, UMR7360, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320576N	Univ Lorraine, UMR CNRS 7360, LIEC, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320576N	CNRS, LIEC, UMR7360, F-54501 Vandoeuvre Les Nancy, France	CNRS
201320576N	CNRS, LIEC, UMR7360, F-54505 Vandoeuvre Les Nancy, France	CNRS
201320576N	Univ Lorraine, LIEC, UMR CNRS 7360, Vandoeuvre Les Nancy, France	CNRS
201320576N	Univ Lorraine, CNRS, UMR LIEC 7360, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320576N	Univ Lorraine, Fac Sci, LIEC, CNRS UMR 7360, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320576N	CNRS, UMR 7360, Vandoeuvre Les Nancy, France	CNRS
201320576N	Univ Lorraine, CNRS, LIEC UMR 7360, F-54500 Vandoeuvre Les Nancy, France	CNRS
201320576N	CNRS, UMR 7360, LIEC, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320577P	Inst Sci Mat Mulhouse, CNRS, UMR 7361, F-68057 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, CNRS, UMR 7361, Inst Sci Mat Mulhouse, F-68057 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, CNRS, UMR 7361, IS2M, F-68057 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, CNRS, UMR 7361, IS2M, Mulhouse, France	CNRS
201320577P	UHA, Inst Sci Mat Mulhouse IS2M, UMR CNRS 7361, F-68057 Mulhouse, France	CNRS
201320577P	IS2M, CNRS, UMR 7361, F-68093 Mulhouse, France	CNRS
201320577P	UHA, CNRS, Equipe Mat Porosite Controlee MPC, Inst Sci Mat Mulhouse IS2M,UMR 7361, F-68093 Mulhouse, France	CNRS
201320577P	UHA, UMR CNRS 7361, Inst Sci Mat Mulhouse IS2M, F-68057 Mulhouse, France	CNRS
201320577P	UHA, CNRS, Inst Sci Mat Mulhouse IS2M, UMR 7361, F-68057 Mulhouse, France	CNRS
201320577P	UHA, CNRS, UMR 7361, IS2M, F-68057 Mulhouse, France	CNRS
201320577P	Inst Sci Mat Mulhouse IS2M, UMR CNRS 7361, UHA, F-68057 Mulhouse, France	CNRS
201320577P	CNRS, Inst Sci Mat Mulhouse, IS2M, LRC 7228, Mulhouse, France	CNRS
201320577P	ENSCMu, UMR CNRS UHA 7361, Inst Sci Mat Mulhouse IS2M, Equipe Mat Poros Controlee MPC, F-68093 Mulhouse, France	CNRS
201320577P	CNRS, UMR 7361, Inst Sci Mat Mulhouse, F-68057 Mulhouse, France	CNRS
201320577P	UHA, CNRS, UMR 7361, Inst Sci Mat Mulhouse IS2M, F-68057 Mulhouse, France	CNRS
201320577P	IS2M, ENSCMu UHA, CNRS, UMR 7361, F-68057 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, CNRS, UMR 7228, IS2M, F-68093 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, Inst Sci Mat Mulhouse IS2M, UMR CNRS 7361, F-68057 Mulhouse, France	CNRS
201320577P	ENSCMu UHA, IS2M, UMR CNRS 7361, F-68057 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, Inst Sci Mat Mulhouse IS2M, CNRS, UMR 7361, F-68057 Mulhouse, France	CNRS
201320577P	UHA, CNRS, UMR 7361, Inst Sci Mat Mulhouse, F-68057 Mulhouse, France	CNRS
201320577P	CNRS, LRC 7228, Inst Sci Mat Mulhouse IS2M, Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, CNRS UMR 7361, Inst Sci Mat Mulhouse, F-68057 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, CNRS, UMR 7361, IS2 M, FR-68057 Mulhouse, France	CNRS
201320577P	UHA, CNRS, Inst Sci Mat Mulhouse IS2M, UMR 7361, F-68093 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, Inst Sci Mat Mulhouse IS2M, UMR 7361, CNRS, F-68057 Mulhouse, France	CNRS
201320577P	CNRS, UMR 7361, IS2M, F-68057 Mulhouse, France	CNRS
201320577P	Univ Haut Alsace, IS2M, CNRS LRC 7228, F-68057 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, UMR CNRS 7361, Inst Sci Mat Mulhouse IS2M, F-68057 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, Inst Sci Mat Mulhouse, CNRS, UMR 7361, F-68057 Mulhouse, France	CNRS
201320577P	ENSCMu UHA, Inst Sci Mat Mulhouse IS2M, UMR CNRS 7361, F-68057 Mulhouse, France	CNRS
201320577P	CNRS, LRC 7228, Inst Sci Mat Mulhouse, IS2M, F-68057 Mulhouse, France	CNRS
201320577P	ENSCMu UHA, UMR CNRS 7361, IS2M, F-68057 Mulhouse, France	CNRS
201320577P	Inst Sci Mat Mulhouse IS2M, CNRS, UMR 7361, F-68093 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, Inst Rech Jean Baptiste Donnet, Equipe Mat Porosite Controlee, Inst Sci Mat Mulhouse,IS2M,UMR CNRS 7361, F-68093 Mulhouse, France	CNRS
201320577P	UNA, Inst Sci Mat Mulhouse IS2M, UMR CNRS 7361, F-68057 Mulhouse, France	CNRS
201320577P	Univ Haute Alsace, CNRS, UMR 7361, Inst Sci Mat, F-68057 Mulhouse, France	CNRS
201320578R	Univ Lorraine, CNRS, UMR 7365, Vandoeuvre Les Nancy, France	CNRS
201320578R	Univ Lorraine, Physiopathol Articulaire IMoPA, UMR CNRS 7365, F-54505 Vandoeuvre Les Nancy, France	CNRS
201320578R	Univ Lorraine, CNRS, UMR 7365, Biopole Univ Lorraine, F-54505 Vandoeuvre Les Nancy, France	CNRS
201320578R	Univ Lorraine, CNRS, UMR 7365, IMoPA, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320578R	Univ Lorraine, CNRS, UMR IMoPA 7365, F-54506 Vandoeuvre Les Nancy, France	CNRS
201320578R	CNRS, UMR 7365, Vandoeuvre Les Nancy, France	CNRS
201320578R	CNRS, UMR IMoPA 7365, Vandoeuvre Les Nancy, France	CNRS
201320578R	Univ Lorraine, Fac Med, IMoPA, Biopole,UMR CNRS 7365, F-54505 Vandoeuvre Les Nancy, France	CNRS
201320578R	Nancy Univ, CNRS, UMR 7365, Fac Med, Vandoeuvre Les Nancy, France	CNRS
201320578R	Univ Lorraine, CNRS, UMR 7365, F-54500 Vandoeuvre Les Nancy, France	CNRS
201320578R	Univ Lorraine, UMR CNRS 7365, IMoPA, Biopole, F-54505 Vandoeuvre Les Nancy, France	CNRS
201320578R	CNRS Univ Lorraine, Fac Med, Biopole, UMR 7365, F-54505 Vandoeuvre Les Nancy, France	CNRS
201320580T	AMAGEN, CNRS, UMS 3504, Gif Sur Yvette, France	CNRS
201320582V	CNRS, UMS 3562, F-54501 Vandoeuvre Les Nancy, France	CNRS
201420642F	CEBC CNRS, FR-79360 Villiers En Bois, France	CNRS
201420642F	Ctr Etudes Biol Chize, CEBC CNRS UPR 1934, Villiers En Bois, France	CNRS
201420642F	CNRS, UPR 1934, CEBC, F-79360 Villiers En Bois, France	CNRS
201420642F	CNRS, CEBC, F-79360 Villiers En Bois, France	CNRS
201420642F	CEBC, UMR 7372 CNRS ULR, Villiers En Bois, France	CNRS
201420642F	CEBC CNRS, UPR 1934, F-79360 Villiers En Bois, Beauvoir Sur Ni, France	CNRS
201420642F	Univ La Rochelle, CNRS, CEBC, UMR 7372, F-79360 Villiers En Bois, France	CNRS
201420642F	CEBC UMR 7372 CNRS ULR, F-79360 Villiers En Bois, France	CNRS
201420642F	CNRS Univ Rochelle, CEBC, UMR 7372, F-79360 Villiers En Bois, France	CNRS
201420642F	Univ La Rochelle, CNRS, Ctr Etud Biol Chize, UMR 7372, F-79360 Villiers En Bois, France	CNRS
201420642F	CNRS, UMR 7372, Ctr Etud Biol Chize, F-79360 Villiers En Bois, France	CNRS
201420642F	CNRS Univ La Rochelle, Cte dEtudes Biol Chize CEBC, UMR 7372, F-79360 Villiers En Bois, France	CNRS
201420642F	UMR 7273 ULR CNRS, CEBC, F-79360 Villiers En Bois, France	CNRS
201420642F	Univ Rochelle, CNRS, UMR 7372, CEBC, Villiers En Bois, France	CNRS
201420642F	CEBC CNRS UPR 1934, F-79360 Villiers En Bois, Beauvoir Sur Ni, France	CNRS
201420642F	Univ La Rochelle CNRS, UMR 7372, Ctr Etud Biol Chize La Rochelle, F-79360 Villiers En Bois, France	CNRS
201420642F	Univ La Rochelle, CNRS, CEBC, UMR 7372, Villiers En Bois, France	CNRS
201420642F	Univ La Rochelle, CNRS, UMR 7372, Ctr Etud Biol Chize, F-79360 Villiers En Bois, France	CNRS
201420642F	CEBC CNRS UPR 1934, Ctr Etud Biol Chize, F-79360 Villiers En Bois, France	CNRS
201420642F	CNRS, UMR ULR 7372, CEBC, F-79360 Villiers En Bois, France	CNRS
201420642F	CNRS Univ Rochelle, UMR 7372, Ctr Etud Biolog Chize, Villiers En Bois, France	CNRS
201420642F	CNRS, Ctr Etud Biol Chize, Stn Ecol Chize La Rochelle, UMR 7372, F-79360 Villiers En Bois, France	CNRS
201420651R	Univ Bordeaux, CNRS, Plateforme Aquitaine Caracterisat Mat, UMS 3626, F-33608 Pessac, France	CNRS
201420749X	CNRS, CS 90074, Stn Biol Roscoff, UMR 8227, F-29688 Roscoff, Bretagne, France	CNRS
201420749X	CNRS, UMR 8227, Stn Biol Roscoff, F-29688 Roscoff, France	CNRS
201420749X	CNRS, Stn Biol Roscoff, UMR 8227, CS 90074, F-29688 Roscoff, France	CNRS
201420749X	CNRS, Stn Biol Roscoff, UMR 8227, F-29688 Roscoff, France	CNRS
201420752A	UPMC, CNRS, UMR 8246, Paris, France	CNRS
201420752A	CNRS, UMR 8246, Paris, France	CNRS
201420752A	CNRS, UMR 8246, F-75005 Paris, France	CNRS
201420752A	UPMC UM CR18, INSERM, U1130, CNRS,UMR 8246, Paris, France	CNRS
201420752A	INSERM, U 1130, Paris, France	CNRS
201420752A	CNRS, UMR 8246, NPS, F-75005 Paris, France	CNRS
201420752A	Univ Paris 06, Sorbonne Univ, CNRS, UMR 8246,INSERM,UMR 1130,Neurosci Paris Seine, F-75005 Paris, France	CNRS
201420752A	CNRS, INSERM, UMR 8246, UMRS 1130,Neurosci Paris Seine, Paris, France	CNRS
201420752A	CNRS, Neurosci Paris Seine, UMR 8246, Paris, France	CNRS
201420752A	Univ Paris 06, CNRS UMR 8246, INSERM, UPMC CR18,U1130, F-75005 Paris, France	CNRS
201420753B	CNRS Chim ParisTech, UMR 8247, Inst Rech Chim Paris, F-75005 Paris, France	CNRS
201420753B	Univ Paris 06, IRCP, CNRS, UMR 8247, F-75005 Paris, France	CNRS
201420753B	CNRS, Inst Rech Chim Paris, Chim ParisTech, UMR 8247, F-75005 Paris, France	CNRS
201420753B	Chim ParisTech, IRCP CNRS, Inst Rech Chim Paris, F-75005 Paris, France	CNRS
201420753B	Chim ParisTech, Inst Rech Chim Paris, CNRS, UMR 8247, F-75005 Paris, France	CNRS
201420753B	Univ Paris 06, Inst Rech Chim Paris, CNRS, UMR 8247, F-75005 Paris, France	CNRS
201420753B	Chim ParisTech, CNRS, Inst Rech Chim Paris, UMR 8247, F-75231 Paris 05, France	CNRS
201420753B	Chim ParisTech, Inst Rech Chim Paris, CNRS, UMR 8247, F-75231 Paris 5, France	CNRS
201420753B	PSL Res Univ, Inst Rech Chim Paris IRCP, CNRS, Chim ParisTech, F-75005 Paris, France	CNRS
201420758G	Ecole Polytech, Leb Chim Mol LCM, UMR CNRS 9168, F-91128 Palaiseau, France	CNRS
201420758G	Ecole Polytech, CNRS, UMR 9168, LCM, F-91128 Palaiseau, France	CNRS
201420758G	CNRS, UMR 9168, F-91128 Palaiseau, France	CNRS
201420758G	Ecole Polytech, CNRS, Lab Chim Mol, UMR 9168, F-91128 Palaiseau, France	CNRS
201420768T	Aix Marseille Univ, CNRS, UMR 7373, I2M, Marseille, France	CNRS
201420768T	Univ Aix Marseille, CNRS, Cent Marseille, IMM UMR 7373, F-13453 Marseille, France	CNRS
201420768T	Aix Marseille Univ, CNRS, Cent Marseille, I2M,UMR 7373, F-13453 Marseille, France	CNRS
201420768T	Aix Marseille Univ, Cent Marseille, CNRS, I2M,UMR 7373, F-13453 Marseille, France	CNRS
201420768T	Aix Marseille Univ, CNRS, Cent Marseille, I2M,UMR 7373, FR-13453 Marseille, France	CNRS
201420768T	Aix Marseille Univ, CNRS, I2M, UMR7373,FR 4213, F-13331 Marseille, France	CNRS
201420768T	Aix Marseille Univ, CNRS, UMR 7373, F-13453 Marseille, France	CNRS
201420768T	Aix Marseille Univ, CNRS, I2M, Cent Marseille,UMR 7373, F-13453 Marseille, France	CNRS
201420768T	Aix Marseille Univ, CNRS, UMR 7373, Cent Marseille,I2M, F-13453 Marseille, France	CNRS
201420768T	Aix Marseille Univ, I2M UMR CNRS 7373, Marseille, France	CNRS
201420768T	Aix Marseille Univ, Centrale Marseille, CNRS, Inst Math Marseille,UMR 7373, F-13453 Marseille, France	CNRS
201420768T	Aix Marseille Univ, CNRS, Cent Marseille, L2M,UMR 7373, F-13453 Marseille, France	CNRS
201420768T	Aix Marseille Univ, CNRS, Cent Marseille, I2M,UMR 7373, F-13453 Marseille 13, France	CNRS
201420768T	Univ Aix Marseille, CNRS, I2M, UMR 7373, F-13288 Marseille, France	CNRS
201420820Z	Univ Poitiers, CNRS ERL 7368, STIM Lab, Team IP2C, F-86073 Poitiers 9, France	CNRS
201420842Y	ESBS Pole API, CNRS UdS, LabEx Medalis, PCBIS,FMTS,UMS 3286, F-67401 Illkirch Graffenstaden, France	CNRS
201420849F	CNRS, UMI 3614, Roscoff, France	CNRS
201420849F	CNRS, UMI 3614, F-29680 Roscoff, France	CNRS
201420849F	Univ Paris 06, Sorbonne Univ, UACH Stn Biol Roscoff, CNRS,PUCCh,UPMC,UMI EBEA 3614, F-29688 Roscoff, France	CNRS
201420849F	Univ Paris 06, Sorbonne Univ, CNRS, UMI 3614,Stn Biol Roscoff, F-296888 Roscoff, France	CNRS
201722568L	Univ Caen Basse Normandie, CNRS, GREYC, UMR6072, F-14050 Caen, France	CNRS
201722568L	Univ Caen, GREYC ENSICAEN, UMR CNRS 6072, F-14050 Caen, France	CNRS
201722568L	Univ Caen, ENSICAEN, CNRS, GREYC,UMR 6072, F-14050 Caen, France	CNRS
201722568L	Univ Caen Basse Normandie, CNRS, GREYC, UMR 6072, F-14032 Caen, France	CNRS
201722568L	CNRS ENSICAEN, Lab GREYC, F-14050 Caen, France	CNRS
201722568L	Univ Caen, GREYC UMR CNRS 6072, F-14032 Caen, France	CNRS
201722568L	Univ Caen, GREYC, ENSICAEN, CNRS,UMR 6072, F-14050 Caen, France	CNRS
201722568L	CNRS ENSICAEN Univ Caen Basse Normandie, UMR 6072, GREYC, F-14050 Caen, France	CNRS
201722568L	ENSICAEN, Image Proc Grp, GREYC CNRS UMR 6072, F-14050 Caen, France	CNRS
201722568L	Univ Caen, UMR CNRS 6072, GREYC, ENSICAEN, F-14050 Caen, France	CNRS
